Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
797,volvo,ex30,2018,lithiumiron phosphate,39.5,411,ccs,8.0,7278018,sunset orange,SINGAPORE,0.0,5.0,7483,5
798,lucid motors,lucid gravity,2025,lithiumion,71.8,150,mobile charging,6.3,6257683,matte white,SAUDI ARABIA,0.0,3.0,8390,5
799,porsche,macan ev,2018,lithiumtitanate,113.3,190,level 2 charging,11.8,618916,bronze,UK,5.0,4.0,4343,5
800,subaru,solterra,2018,lithiumiron phosphate,51.7,489,vehicletoload v2l,5.8,9443204,burgundy,SOUTH KOREA,5.0,4.0,2732,4
801,lucid motors,lucid air,2023,zincair,47.9,349,solar charging,7.0,9980563,orange,MALAYSIA,1.0,4.0,16,4
802,citroen,ëspacetourer,2024,lithiumsulfur,84.0,190,mobile charging,6.3,9170403,ruby red,POLAND,4.0,5.0,16484,4
803,acura,zdx with gm ultium,2016,magnesiumion,142.9,349,level 1 charging,4.2,14692253,aurora blue,RUSSIA,0.0,3.0,14522,4
804,acura,zdx with gm ultium,2018,magnesiumion,34.1,218,inductive wireless charging,4.0,6664606,navy blue,SOUTH AFRICA,5.0,5.0,5065,4
805,mercedesbenz,eqb,2021,magnesiumion,42.3,180,nacs,4.2,9197596,aurora blue,IRELAND,5.0,4.0,9948,4
806,ford,etransit,2020,lithiumtitanate,66.0,481,mobile charging,5.7,8103575,cream,INDONESIA,4.666666666666667,4.0,13395,4
807,genesis,gv70 electric,2022,magnesiumion,55.6,519,inductive wireless charging,2.9,11600072,copper,ARGENTINA,4.333333333333333,5.0,18349,5
808,lucid motors,lucid air,2024,leadacid,77.2,240,ccs,1.4,4925015,volcanic yellow,NEW ZEALAND,4.0,3.0,12781,5
809,dacia,bigster ev upcoming,2018,lithiumsulfur,148.3,400,plugin hydrogen refueling,1.2,3673375,pink,PORTUGAL,3.0,3.0,2424,4
810,opel,grandland electric,2021,calciumion,39.7,177,solar charging,7.1,9742037,candy apple red,BELGIUM,4.0,5.0,9549,5
811,nissan,leaf,2016,calciumion,122.2,464,mobile charging,11.5,7334755,navy blue,MALAYSIA,1.0,4.0,11868,4
812,lucid motors,lucid dreamdrive,2019,lithiumsulfur,98.5,577,level 1 charging,2.1,10706883,brown,THAILAND,0.0,4.0,16785,4
813,nissan,ariya,2015,leadacid,133.5,267,vehicletoload v2l,3.8,7005031,red,CHINA,4.0,5.0,2874,5
814,changan,q05,2025,lithiumiron phosphate,117.7,492,vehicletogrid v2g,9.9,8588582,racing red,SWEDEN,0.0,4.0,17292,5
815,peugeot,e5008,2015,nickelcobaltaluminum,94.7,103,plugin hydrogen refueling,0.7,5702759,brown,SWEDEN,1.0,5.0,14999,5
816,mini,mini electric,2024,aluminumion,66.1,550,chademo,2.7,4779406,magenta,NORWAY,1.0,3.0,4172,5
817,fisker,ocean,2020,calciumion,61.0,217,inductive wireless charging,2.8,4959467,bronze,AUSTRIA,1.0,4.0,14406,3
818,nio,et5,2022,calciumion,116.7,478,inductive wireless charging,4.9,8361749,cream,DENMARK,3.0,3.0,16603,5
819,renault,megane etech,2017,magnesiumion,47.3,581,vehicletoload v2l,9.0,7300684,purple,INDONESIA,0.0,4.0,16670,3
820,changan,sl03,2015,nickelcobaltaluminum,124.4,304,ccs,4.6,14348781,titanium,CHINA,5.0,3.0,12769,4
821,nissan,ariya,2025,aluminumion,62.0,172,ultrafast charging 350 kw,2.5,3111287,matte black,SWEDEN,2.5,4.0,19536,3
822,peugeot,e3008,2020,zincair,73.9,180,vehicletogrid v2g,2.5,14235499,charcoal,NORWAY,0.0,4.0,6687,4
823,xpeng,g9,2019,zincair,61.7,501,level 1 charging,4.3,13665845,silver,SWEDEN,0.0,5.0,17209,3
824,mercedesbenz,eqs,2015,sodiumion,136.6,147,vehicletogrid v2g,11.9,4348927,aurora blue,AUSTRALIA,4.0,5.0,23,4
825,great wall motors,ora lightning cat,2019,nickelmetal hydride,62.0,376,overhead pantograph charging,11.5,11021183,yellow,NEW ZEALAND,4.0,3.0,4672,3
826,mini,mini electric,2016,lithiumtitanate,72.5,554,ccs,3.4,6008048,volcanic yellow,POLAND,3.0,5.0,8740,3
827,rimac,nevera,2020,flow batteries,38.9,477,level 2 charging,9.1,12597257,emerald green,SOUTH KOREA,1.0,3.0,5304,4
828,rimac,nevera,2024,nickelmanganesecobalt,82.9,276,inductive wireless charging,7.7,12803874,matte green,THAILAND,1.0,4.0,3860,5
829,toyota,lexus ux 300e,2023,aluminumion,63.9,556,nacs,3.4,12683862,champagne,UNITED ARAB EMIRATES,0.0,5.0,8613,3
830,vinfast,vf 8,2021,flow batteries,23.3,378,chademo,1.6,14701055,titanium,CANADA,2.5,4.0,10060,4
831,zeekr,zeekr 001,2023,nickelmetal hydride,71.7,581,inductive wireless charging,2.1,11166892,navy blue,GERMANY,5.0,3.0,18444,5
832,lotus,eletre,2023,sodiumion,90.1,455,nacs,4.8,4201657,pearl white,FINLAND,5.0,5.0,13894,3
833,toyota,bz4x,2021,lithiumsulfur,70.7,367,vehicletogrid v2g,10.8,861605,gray,POLAND,3.0,4.0,6840,5
834,gmc,hummer ev pickup,2015,magnesiumion,73.3,173,vehicletoload v2l,10.0,12175115,cobalt blue,BELGIUM,1.0,3.0,8145,4
835,audi,etron gt,2019,nickelmetal hydride,136.0,163,chademo,2.9,4708901,bronze,HUNGARY,0.5,3.0,19609,4
836,volvo,ex90,2019,calciumion,36.2,480,vehicletohome v2h,2.3,13562723,stealth gray,MEXICO,0.0,3.0,15287,4
837,jeep,grand cherokee 4xe phev,2022,magnesiumion,57.8,367,ccs,1.5,11781112,gun metal,ARGENTINA,5.0,4.0,13817,3
838,acura,zdx with gm ultium,2019,calciumion,114.1,241,battery swapping,7.9,6945956,lime green,SPAIN,0.0,4.0,7954,5
839,mahindra,xuv400,2024,nickelcobaltaluminum,106.5,153,vehicletoload v2l,6.9,13048944,beige,IRELAND,5.0,5.0,3230,5
840,kia,soul ev,2018,sodiumion,95.4,463,vehicletogrid v2g,9.9,11619468,silver,BRAZIL,3.0,5.0,1221,4
841,canoo,mpdv,2021,flow batteries,138.1,210,nacs,0.8,14351397,yellow,CZECH REPUBLIC,0.0,4.0,11750,5
842,fisker,pear upcoming,2018,lithiumsulfur,78.0,124,mobile charging,5.8,14891708,gold,NETHERLANDS,4.0,4.0,5637,4
843,hyundai,ioniq 6,2020,zincair,90.0,512,ultrafast charging 350 kw,4.1,6670022,volcanic yellow,UK,2.0,4.0,6624,4
844,dacia,bigster ev upcoming,2020,sodiumion,124.8,558,overhead pantograph charging,9.2,1451170,purple,GERMANY,1.5,5.0,18365,4
845,citroen,ami,2023,nickelmetal hydride,71.7,456,dc fast charging dcfc,2.8,4086507,gun metal,THAILAND,1.0,4.0,4359,4
846,kia,ev6,2024,zincair,146.2,265,ultrafast charging 350 kw,5.6,3489274,matte gray,SWEDEN,2.0,5.0,7175,3
847,volvo,ex90,2025,magnesiumion,48.1,106,solar charging,3.3,3249287,sapphire blue,NEW ZEALAND,3.0,3.0,13511,3
848,lotus,evija,2021,flow batteries,94.8,561,plugin hydrogen refueling,9.1,11480951,turquoise,SPAIN,2.0,4.0,17706,4
849,audi,etron gt,2020,calciumion,127.6,459,ultrafast charging 350 kw,9.6,9947502,yellow,TURKEY,4.0,5.0,7465,5
850,fisker,ocean,2022,lithiumsulfur,94.7,127,vehicletohome v2h,7.6,8965595,brown,CHINA,1.0,5.0,1885,4
851,great wall motors,ora ballet cat,2017,solidstate,108.7,133,battery swapping,7.1,14368214,volcanic yellow,GERMANY,3.0,3.0,12984,3
852,mini,mini cooper se,2019,leadacid,110.6,255,mobile charging,3.2,12580996,graphite gray,INDONESIA,2.0,4.0,222,5
853,bmw,ix3,2020,zincair,35.6,600,dc fast charging dcfc,7.6,9357264,volcanic yellow,NETHERLANDS,1.0,3.0,5938,3
854,genesis,g80 electric,2016,sodiumion,31.6,584,plugin hydrogen refueling,7.1,14388359,beige,INDONESIA,3.0,3.0,10197,4
855,porsche,cayenne electric upcoming,2019,nickelmanganesecobalt,31.8,233,plugin hydrogen refueling,2.8,7214408,ruby red,UK,0.0,4.0,19862,3
856,lamborghini,revuelto phev,2025,sodiumion,32.4,100,level 1 charging,0.6,7617042,black,SINGAPORE,0.0,5.0,16325,3
857,maserati,grecale folgore,2020,solidstate,133.4,567,chademo,7.4,988782,candy apple red,NORWAY,3.0,4.0,17615,3
858,faraday future,ff 91,2019,solidstate,65.4,192,nacs,10.9,8971813,gun metal,SWEDEN,2.0,5.0,12741,4
859,jaguar,ipace,2020,lithiumiron phosphate,67.5,222,vehicletoload v2l,2.7,7851416,teal,SOUTH KOREA,3.0,5.0,19370,3
860,lotus,eletre,2025,flow batteries,61.7,369,plugin hydrogen refueling,9.2,10718382,copper,HUNGARY,2.5,5.0,13969,4
861,zeekr,zeekr 007,2016,nickelmanganesecobalt,23.1,153,mobile charging,7.0,10315959,magenta,RUSSIA,2.0,5.0,1364,3
862,hyundai,ioniq 6,2024,lithiumtitanate,137.0,377,nacs,7.9,11871085,matte white,GERMANY,1.6666666666666667,5.0,1718,5
863,zeekr,zeekr x,2023,sodiumion,108.5,122,inductive wireless charging,1.6,14399572,crimson red,HUNGARY,1.3333333333333335,5.0,510,3
864,nio,es6,2016,aluminumion,57.8,563,ultrafast charging 350 kw,8.1,1398294,pink,NORWAY,1.0,3.0,5109,3
865,cadillac,lyriq,2024,flow batteries,53.6,572,vehicletogrid v2g,8.3,11522069,emerald green,POLAND,5.0,5.0,335,4
866,canoo,pickup,2021,lithiumsulfur,129.5,197,vehicletoload v2l,3.4,3125156,ice silver,THAILAND,5.0,5.0,7306,3
867,acura,zdx with gm ultium,2016,nickelmetal hydride,137.3,350,dc fast charging dcfc,2.6,6928543,racing red,SPAIN,5.0,5.0,9386,4
868,ferrari,roma phev,2016,magnesiumion,35.5,521,inductive wireless charging,11.4,965700,champagne,DENMARK,2.5,3.0,3650,3
869,chevrolet,silverado ev,2017,solidstate,119.1,512,dc fast charging dcfc,3.3,1038385,candy apple red,SWEDEN,0.0,3.0,6895,5
870,rimac,nevera,2024,lithiumion,143.3,274,battery swapping,11.1,7201407,metallic silver,SOUTH KOREA,1.0,3.0,6028,5
871,lucid motors,lucid gravity,2025,lithiumtitanate,77.1,546,vehicletohome v2h,1.3,5949313,matte black,CZECH REPUBLIC,1.0,3.0,2134,4
872,lotus,evija,2015,zincair,113.7,470,mobile charging,4.8,4721838,yellow,AUSTRIA,2.5,4.0,12698,5
873,jaguar,ipace,2025,lithiumion,93.3,137,level 1 charging,8.0,13929737,matte green,INDIA,4.0,3.0,16074,5
874,honda,honda prologue,2025,nickelmanganesecobalt,82.3,560,chademo,5.7,13553332,crimson red,SWEDEN,5.0,4.0,5253,4
875,peugeot,e208,2021,magnesiumion,59.0,121,vehicletohome v2h,5.2,1355766,rose gold,AUSTRIA,1.0,4.0,13799,4
876,changan,q05,2022,nickelmanganesecobalt,143.8,337,overhead pantograph charging,4.4,10984481,gray,SOUTH AFRICA,1.0,5.0,11908,4
877,lamborghini,lanzador upcoming ev,2020,flow batteries,59.9,301,chademo,5.9,9513944,candy apple red,POLAND,4.0,4.0,18077,3
878,mini,mini cooper se,2023,nickelcobaltaluminum,43.4,326,level 1 charging,8.5,7631648,lime green,NORWAY,5.0,5.0,13168,5
879,vinfast,vf 7,2017,nickelcobaltaluminum,61.1,225,chademo,9.3,884022,sapphire blue,FINLAND,5.0,3.0,2809,3
880,tesla,model s,2020,calciumion,31.7,576,overhead pantograph charging,2.8,4807235,electric blue,POLAND,2.0,4.0,15567,4
881,dacia,jogger hybrid,2019,lithiumsulfur,33.2,387,nacs,10.9,4824203,tan,CANADA,4.0,5.0,15386,5
882,toyota,lexus ux 300e,2018,solidstate,106.3,175,vehicletohome v2h,1.6,347254,beige,NEW ZEALAND,1.0,4.0,14448,5
883,ferrari,sf90 stradale phev,2022,aluminumion,22.6,351,overhead pantograph charging,10.7,14853784,turquoise,CHINA,4.0,3.0,3636,5
884,lucid motors,lucid dreamdrive,2020,lithiumsulfur,112.5,585,dc fast charging dcfc,4.6,14802851,champagne,GERMANY,4.0,4.0,6292,5
885,toyota,lexus ux 300e,2015,nickelmanganesecobalt,61.4,185,level 2 charging,8.0,11406179,gold,MALAYSIA,2.0,5.0,15010,5
886,hyundai,ioniq 6,2023,lithiumion,37.0,600,level 1 charging,8.9,3230546,beige,DENMARK,3.0,4.0,12292,4
887,byd,atto 3,2021,nickelcobaltaluminum,111.9,167,overhead pantograph charging,8.8,9628592,champagne,CZECH REPUBLIC,3.0,4.0,10440,5
888,jaguar,ipace,2017,magnesiumion,119.1,224,dc fast charging dcfc,2.5,377951,matte green,BELGIUM,0.0,4.0,11178,5
889,audi,etron gt,2024,flow batteries,145.5,596,vehicletohome v2h,7.8,6970808,lime green,FRANCE,0.0,5.0,2659,3
890,hyundai,kona electric,2015,nickelcobaltaluminum,122.9,219,inductive wireless charging,1.1,3952943,purple,SOUTH AFRICA,1.0,5.0,6096,4
891,mazda,mx30,2022,nickelmetal hydride,86.0,140,nacs,11.7,6159139,matte white,SINGAPORE,5.0,3.0,6129,4
892,citroen,ëc4,2017,nickelcobaltaluminum,102.6,403,solar charging,7.4,9079853,copper,SWITZERLAND,2.0,5.0,8246,4
893,citroen,ëc4,2016,lithiumion,28.2,276,level 2 charging,7.6,12812442,green,MALAYSIA,2.5,4.0,19272,4
894,seat,avenger,2024,lithiumsulfur,114.5,263,vehicletohome v2h,4.6,12731584,turquoise,RUSSIA,3.0,3.0,7474,5
895,mercedesbenz,eqc,2020,nickelcobaltaluminum,80.4,336,mobile charging,11.1,13157779,cream,AUSTRALIA,3.0,4.0,13749,3
896,volkswagen,id2all,2020,nickelcobaltaluminum,148.7,423,chademo,5.1,3167402,burgundy,NORWAY,1.0,4.0,15475,3
897,toyota,lexus rz,2018,lithiumion,84.7,181,solar charging,10.0,13245776,bronze,AUSTRIA,4.0,3.0,15969,5
898,bmw,i4,2016,solidstate,143.9,461,vehicletoload v2l,7.5,4697734,matte black,RUSSIA,3.0,5.0,5197,4
899,acura,zdx with gm ultium,2025,zincair,75.8,162,chademo,6.6,7093167,turquoise,ITALY,3.0,4.0,8064,3
900,rimac,nevera,2020,flow batteries,139.0,597,vehicletoload v2l,9.5,9659949,matte green,MEXICO,1.0,5.0,7501,5
901,jeep,grand cherokee 4xe phev,2018,nickelmanganesecobalt,93.2,555,level 1 charging,4.1,13568738,beige,SWEDEN,0.0,5.0,8716,3
902,geely,geometry c,2018,magnesiumion,120.1,464,chademo,4.7,12333111,aurora blue,BELGIUM,0.0,4.0,18411,3
903,vinfast,vf 8,2020,nickelmanganesecobalt,148.1,409,inductive wireless charging,10.0,10750099,gun metal,IRELAND,1.0,3.0,17154,5
904,mazda,mx30,2021,nickelcobaltaluminum,111.1,536,level 1 charging,3.9,545088,copper,GERMANY,2.0,4.0,15235,3
905,geely,emgrand ev,2021,leadacid,40.4,327,mobile charging,1.7,6282625,bronze,DENMARK,3.0,4.0,555,3
906,bmw,i4,2023,nickelmanganesecobalt,67.9,261,plugin hydrogen refueling,6.8,10546684,ruby red,HUNGARY,2.0,5.0,9270,4
907,ferrari,ferrari ev 2025,2015,aluminumion,86.5,470,chademo,6.2,14123385,gray,SWEDEN,3.0,3.0,11806,4
908,pininfarina,battista,2021,sodiumion,117.6,352,plugin hydrogen refueling,6.8,9296152,ruby red,THAILAND,4.0,4.0,5212,3
909,citroen,ëspacetourer,2018,lithiumiron phosphate,27.3,449,level 1 charging,1.1,13114718,crimson red,NEW ZEALAND,2.0,3.0,4511,5
910,rimac,nevera,2021,magnesiumion,102.5,302,level 1 charging,6.4,6475673,black,INDONESIA,0.0,4.0,7520,5
911,mahindra,xuv400,2020,lithiumtitanate,30.5,551,overhead pantograph charging,6.4,1294844,cream,SWITZERLAND,0.0,4.0,8704,5
912,byd,atto 3,2021,nickelmetal hydride,128.5,486,battery swapping,4.3,6924697,gold,THAILAND,2.5,4.0,19771,5
913,mini,mini aceman,2021,lithiumiron phosphate,44.0,121,plugin hydrogen refueling,9.8,11913761,electric blue,DENMARK,5.0,5.0,7023,5
914,canoo,pickup,2020,nickelmanganesecobalt,27.1,420,ultrafast charging 350 kw,7.0,13612565,gold,SWITZERLAND,2.0,4.0,6761,4
915,renault,kangoo etech,2020,nickelmanganesecobalt,147.9,408,nacs,11.1,8762107,gun metal,CZECH REPUBLIC,5.0,5.0,3514,3
916,nissan,leaf,2015,lithiumsulfur,140.9,255,vehicletohome v2h,4.9,9817331,pearl white,FRANCE,3.666666666666667,4.0,12216,3
917,toyota,lexus rz,2025,lithiumion,58.7,117,ccs,4.0,6152708,cobalt blue,SWITZERLAND,2.3333333333333335,3.0,15614,3
918,tesla,model s,2016,lithiumtitanate,50.5,545,battery swapping,3.6,11434521,aurora blue,CHINA,1.0,4.0,979,3
919,mahindra,born electric upcoming range,2022,nickelcobaltaluminum,42.8,106,level 2 charging,8.1,14513147,bronze,CZECH REPUBLIC,1.0,4.0,8911,3
920,polestar,polestar 5 upcoming,2015,flow batteries,25.7,388,vehicletogrid v2g,6.9,11435363,burgundy,AUSTRIA,5.0,5.0,12035,4
921,canoo,pickup,2023,nickelmetal hydride,68.5,561,overhead pantograph charging,8.9,9489204,purple,BRAZIL,4.0,4.0,9582,3
922,canoo,mpdv,2022,flow batteries,90.5,284,vehicletogrid v2g,1.5,6038404,gray,MEXICO,5.0,5.0,5383,3
923,pininfarina,battista,2024,sodiumion,90.2,525,nacs,10.3,9884311,platinum,SWITZERLAND,3.0,3.0,16429,5
924,chevrolet,equinox ev,2016,zincair,20.5,578,nacs,9.0,11208128,burgundy,MEXICO,2.0,5.0,12942,5
925,mini,mini cooper se,2018,zincair,65.6,308,ccs,3.1,10726827,charcoal,DENMARK,4.0,3.0,10045,3
926,citroen,ëspacetourer,2019,calciumion,47.2,426,ccs,11.4,5292079,black,GERMANY,1.0,3.0,2196,4
927,geely,geometry a,2021,sodiumion,106.0,105,solar charging,4.4,7498991,magenta,VIETNAM,3.0,5.0,16100,3
928,mahindra,born electric upcoming range,2020,lithiumion,53.3,342,plugin hydrogen refueling,9.2,12237449,brown,ISRAEL,2.0,3.0,12450,3
929,mahindra,xuv400,2022,lithiumsulfur,90.7,142,ultrafast charging 350 kw,8.8,11587302,yellow,AUSTRALIA,2.0,3.0,10579,4
930,lamborghini,lanzador upcoming ev,2018,zincair,73.4,105,chademo,7.3,11102912,black,TURKEY,4.0,5.0,12719,5
931,genesis,gv60,2019,zincair,35.3,364,vehicletoload v2l,2.5,8420711,rose gold,NETHERLANDS,4.5,5.0,5072,3
932,lucid motors,lucid gravity,2022,lithiumiron phosphate,20.7,497,nacs,9.4,3526496,midnight black,AUSTRIA,5.0,5.0,14570,5
933,jaguar,ipace,2017,nickelmetal hydride,37.2,584,level 1 charging,5.5,7400108,ice silver,VIETNAM,4.5,5.0,17808,3
934,li auto,mega,2015,lithiumsulfur,76.7,459,vehicletogrid v2g,1.3,4046915,lime green,BRAZIL,4.0,3.0,3965,3
935,mercedesbenz,eqs,2024,nickelmetal hydride,106.4,328,overhead pantograph charging,6.9,8734557,burgundy,NORWAY,0.0,3.0,9841,3
936,peugeot,e5008,2015,sodiumion,27.8,503,level 1 charging,1.8,10990934,matte blue,SOUTH AFRICA,0.0,3.0,15741,3
937,lucid motors,lucid dreamdrive,2022,nickelmanganesecobalt,82.2,150,nacs,5.0,10600759,matte white,CHINA,0.0,3.0,15652,5
938,audi,a6 etron upcoming,2017,lithiumiron phosphate,101.5,311,overhead pantograph charging,11.3,12935708,tan,SOUTH KOREA,0.0,3.0,6311,5
939,renault,scenic etech,2021,nickelmanganesecobalt,98.8,543,ultrafast charging 350 kw,9.1,4527916,sapphire blue,TURKEY,5.0,3.0,19627,5
940,mazda,mazda ev upcoming models,2016,nickelcobaltaluminum,98.0,313,dc fast charging dcfc,7.0,11453692,navy blue,SWEDEN,0.0,4.0,11189,4
941,maserati,granturismo folgore,2019,calciumion,143.3,361,vehicletoload v2l,4.9,13453909,ice silver,ISRAEL,5.0,5.0,4497,4
942,pininfarina,battista,2022,sodiumion,89.3,415,dc fast charging dcfc,3.4,621854,bronze,CZECH REPUBLIC,1.0,3.0,18547,3
943,fisker,pear upcoming,2018,calciumion,63.5,446,vehicletogrid v2g,3.7,10173126,lime green,DENMARK,1.0,3.0,11845,5
944,maserati,granturismo folgore,2018,magnesiumion,80.1,366,nacs,1.8,11672911,copper,BELGIUM,5.0,5.0,16284,4
945,polestar,polestar 5 upcoming,2022,lithiumtitanate,55.2,390,vehicletohome v2h,6.7,4756079,gun metal,CHINA,3.0,3.0,2180,3
946,faraday future,ff 91,2022,nickelmanganesecobalt,141.5,381,battery swapping,6.4,8045918,bronze,SOUTH KOREA,5.0,4.0,14325,4
947,rimac,nevera,2017,nickelmetal hydride,36.0,489,level 2 charging,1.0,384336,yellow,UNITED ARAB EMIRATES,1.0,5.0,13869,3
948,chevrolet,equinox ev,2015,lithiumion,34.5,600,battery swapping,3.8,5888163,crimson red,FINLAND,2.0,3.0,4971,3
949,lamborghini,lanzador upcoming ev,2018,nickelmetal hydride,124.7,522,plugin hydrogen refueling,2.8,1039556,pearl white,UK,4.0,4.0,4081,3
950,polestar,polestar 5 upcoming,2018,lithiumiron phosphate,79.7,184,nacs,11.1,6353648,white,BELGIUM,3.0,4.0,14619,3
951,volvo,xc40 recharge,2016,nickelcobaltaluminum,112.6,326,chademo,9.0,7613706,sapphire blue,INDIA,3.5,5.0,16106,4
952,vinfast,vfe34 discontinued,2020,sodiumion,22.7,359,plugin hydrogen refueling,10.1,10278647,turquoise,SWEDEN,4.0,3.0,13238,3
953,rivian,r1s,2020,nickelcobaltaluminum,55.6,466,solar charging,10.8,7553329,aurora blue,GERMANY,4.0,4.0,716,4
954,ferrari,roma phev,2020,nickelcobaltaluminum,22.7,323,vehicletohome v2h,11.0,4073531,gold,BRAZIL,2.0,3.0,5522,3
955,jeep,grand cherokee 4xe phev,2015,nickelcobaltaluminum,67.4,489,ultrafast charging 350 kw,1.5,13990199,green,FINLAND,0.0,4.0,14847,3
956,mazda,mx30,2021,lithiumsulfur,133.2,195,ultrafast charging 350 kw,5.2,4999546,red,AUSTRIA,4.0,5.0,5765,4
957,lamborghini,lanzador upcoming ev,2021,aluminumion,41.8,108,inductive wireless charging,7.4,392457,navy blue,FRANCE,1.0,5.0,12089,5
958,porsche,macan ev,2023,aluminumion,44.3,502,level 1 charging,4.2,5061535,bronze,TURKEY,4.0,4.0,4422,3
959,bmw,i7,2017,calciumion,37.2,541,overhead pantograph charging,7.1,6351325,forest green,AUSTRALIA,0.0,5.0,1385,3
960,nio,et9,2015,lithiumsulfur,79.9,509,vehicletoload v2l,8.3,7740203,matte white,THAILAND,3.0,4.0,19841,5
961,dacia,bigster ev upcoming,2019,leadacid,141.8,185,vehicletoload v2l,2.0,343700,red,IRELAND,2.0,4.0,12318,4
962,byd,han ev,2020,nickelmanganesecobalt,45.8,108,inductive wireless charging,5.5,10661444,charcoal,MALAYSIA,5.0,4.0,8011,3
963,nissan,leaf,2022,lithiumsulfur,83.3,338,vehicletohome v2h,4.8,5456309,gray,INDONESIA,1.0,3.0,9680,4
964,bmw,i4,2022,aluminumion,70.3,434,vehicletogrid v2g,1.4,6527412,platinum,TURKEY,0.0,4.0,2220,4
965,pininfarina,battista,2019,aluminumion,85.9,105,ccs,2.2,1153326,bronze,SOUTH KOREA,2.0,3.0,14691,4
966,pininfarina,battista,2020,zincair,62.5,288,level 2 charging,9.7,10027454,candy apple red,RUSSIA,4.0,5.0,18558,5
967,audi,etron gt,2021,sodiumion,105.9,325,battery swapping,2.2,12145305,metallic silver,UK,2.0,4.0,9925,3
968,volkswagen,id4,2021,zincair,45.2,509,chademo,5.4,9818242,electric blue,USA,1.0,4.0,2165,3
969,changan,sl03,2025,nickelmanganesecobalt,34.9,442,vehicletohome v2h,9.8,7112846,volcanic yellow,ARGENTINA,2.0,5.0,10833,5
970,mini,mini cooper se,2023,nickelmetal hydride,106.8,527,battery swapping,9.8,12339553,forest green,AUSTRIA,3.0,5.0,9849,4
971,renault,kangoo etech,2015,zincair,59.0,541,battery swapping,1.7,4775664,crimson red,AUSTRIA,1.0,3.0,17767,5
972,byd,dolphin,2021,nickelcobaltaluminum,93.7,253,dc fast charging dcfc,3.3,10476698,lime green,CHINA,0.0,3.0,13573,4
973,nissan,ariya,2020,solidstate,60.0,349,vehicletoload v2l,11.2,7756136,electric blue,THAILAND,1.0,3.0,11013,3
974,cadillac,celestiq,2024,nickelcobaltaluminum,130.9,151,dc fast charging dcfc,1.4,11849162,charcoal,SAUDI ARABIA,0.0,5.0,4977,3
975,tesla,model y,2017,lithiumion,37.4,531,overhead pantograph charging,8.3,14017003,ice silver,BRAZIL,0.0,4.0,3275,3
976,jeep,wrangler 4xe phev,2015,zincair,20.0,572,inductive wireless charging,9.6,13764674,platinum,RUSSIA,2.5,5.0,2348,5
977,mazda,mx30,2016,nickelmanganesecobalt,98.8,233,nacs,7.9,11399313,yellow,RUSSIA,5.0,4.0,5334,5
978,great wall motors,ora lightning cat,2020,leadacid,59.8,434,plugin hydrogen refueling,5.3,14165965,burgundy,POLAND,1.0,3.0,1205,3
979,bmw,ix1,2016,nickelmetal hydride,34.0,329,chademo,2.2,3881306,navy blue,MEXICO,4.0,4.0,4017,5
980,mini,mini aceman,2023,lithiumtitanate,96.4,579,inductive wireless charging,10.8,1087418,turquoise,NETHERLANDS,2.0,4.0,8263,4
981,porsche,cayenne electric upcoming,2022,flow batteries,145.7,501,mobile charging,5.7,12789374,racing red,VIETNAM,4.0,3.0,8211,4
982,hyundai,ioniq 7 upcoming,2020,nickelmetal hydride,25.5,171,ultrafast charging 350 kw,6.4,8944292,bronze,DENMARK,3.0,4.0,11820,5
983,pininfarina,battista,2020,lithiumion,33.6,495,inductive wireless charging,2.9,6990215,lime green,TURKEY,3.0,5.0,6444,4
984,opel,grandland electric,2015,nickelmanganesecobalt,145.3,402,solar charging,6.7,12069283,silver,CZECH REPUBLIC,3.0,3.0,15548,4
985,changan,q05,2024,lithiumiron phosphate,140.0,527,ultrafast charging 350 kw,5.7,660339,ruby red,JAPAN,5.0,4.0,140,5
986,volvo,xc40 recharge,2018,calciumion,78.4,303,level 1 charging,5.4,14503649,cobalt blue,PORTUGAL,4.0,4.0,10033,5
987,mini,mini electric,2022,zincair,47.7,438,solar charging,9.5,13262807,beige,UNITED ARAB EMIRATES,1.0,5.0,14073,3
988,pininfarina,battista,2022,lithiumion,32.9,576,battery swapping,2.4,650780,gold,INDONESIA,3.0,3.0,9462,4
989,maserati,grecale folgore,2016,nickelmetal hydride,133.5,536,level 1 charging,11.5,3791787,navy blue,PORTUGAL,0.0,5.0,17517,4
990,mg,mg zs ev,2022,flow batteries,99.9,502,dc fast charging dcfc,4.6,4104361,midnight black,INDIA,4.0,5.0,2831,3
991,mercedesbenz,eqe,2020,nickelmetal hydride,87.9,453,inductive wireless charging,6.0,14096567,emerald green,BRAZIL,3.5,4.0,3393,5
992,opel,mokkae,2018,nickelmetal hydride,44.7,426,vehicletoload v2l,9.4,11972812,red,AUSTRIA,3.0,4.0,12087,3
993,chevrolet,bolt ev,2022,lithiumiron phosphate,20.5,281,level 1 charging,11.9,14207041,ruby red,MEXICO,0.0,3.0,4393,3
994,cadillac,optiq upcoming,2023,magnesiumion,35.1,169,vehicletoload v2l,6.2,14953628,volcanic yellow,MEXICO,0.5,5.0,10389,3
