Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years
696,Chevrolet,Bolt EUV,2015,Sodium-ion,120.7,390,DC Fast Charging (DCFC),4.4,111883.34,Volcanic Yellow,South Africa,1.0,0.0,4.0,11681,5
697,Lamborghini,Revuelto (PHEV),2016,Nickel-manganese-cobalt,75.6,292,DC Fast Charging (DCFC),7.0,45263.09,Matte Black,Poland,,0.0,,17712,4
698,Nissan,Leaf,2019,Aluminum-ion,127.7,299,Overhead Pantograph Charging,1.3,134576.8,Copper,China,1.0,0.0,5.0,10231,4
699,GMC,Hummer EV Pickup,2023,Lithium-titanate,135.9,398,Vehicle-to-Load (V2L),11.3,148192.07,Ruby Red,Germany,,0.0,3.0,4564,3
700,Lamborghini,Lanzador (upcoming EV),2025,Aluminum-ion,134.2,220,Vehicle-to-Load (V2L),1.3,143759.71,Sapphire Blue,Japan,0.0,0.0,5.0,2640,5
701,Great Wall Motors,ORA Good Cat,2019,Lithium-titanate,25.4,118,Vehicle-to-Load (V2L),6.3,108040.44,Brown,New Zealand,1.0,,,6428,5
702,Cadillac,Celestiq,2025,Flow batteries,115.9,382,Vehicle-to-Load (V2L),1.1,121881.78,Ice Silver,Italy,3.0,0.0,3.0,12049,4
703,Lucid Motors,Lucid Gravity,2021,Aluminum-ion,27.5,218,DC Fast Charging (DCFC),7.3,57255.11,Racing Red,Saudi Arabia,0.0,0.0,3.0,2510,3
704,Volkswagen,ID.6,2017,Lithium-sulfur,25.7,279,Ultra-Fast Charging (350 kW+),12.0,45565.95,Cream,New Zealand,5.0,,5.0,6745,4
705,Dacia,Bigster EV (upcoming),2018,Nickel-manganese-cobalt,112.7,582,Overhead Pantograph Charging,9.5,65122.01,Ruby Red,Belgium,2.0,0.0,3.0,1769,4
706,Li Auto,MEGA,2019,Solid-state,46.5,170,Ultra-Fast Charging (350 kW+),4.0,96355.88,Orange,Argentina,1.0,,4.0,14868,3
707,Nissan,Ariya,2015,Lithium-sulfur,56.1,296,Solar Charging,10.0,40139.2,Bronze,Finland,0.0,0.0,3.0,7354,3
708,NIO,ET9,2025,Nickel-cobalt-aluminum,89.2,438,Solar Charging,0.9,121559.56,Black,Ireland,2.0,0.0,5.0,7095,3
709,Pininfarina,Battista,2021,Magnesium-ion,114.8,476,Level 2 Charging,9.8,96395.3,Volcanic Yellow,Czech Republic,4.0,0.0,5.0,17003,4
710,Mercedes-Benz,EQS SUV,2022,Lithium-titanate,149.0,221,CHAdeMO,10.9,63684.02,Sky Blue,Portugal,,0.0,4.0,18713,4
711,Chevrolet,Equinox EV,2019,Sodium-ion,54.9,228,Level 1 Charging,1.9,98212.93,Purple,Spain,3.0,0.0,4.0,1212,4
712,Great Wall Motors,ORA Ballet Cat,2023,Lithium-iron phosphate,73.1,396,DC Fast Charging (DCFC),3.7,103239.42,Purple,China,2.0,0.0,4.0,4168,3
713,Acura,ZDX (with GM Ultium),2017,Calcium-ion,100.3,125,Ultra-Fast Charging (350 kW+),1.8,34620.21,Sky Blue,Turkey,4.0,0.0,3.0,1992,5
714,Honda,Honda Prologue,2015,Flow batteries,129.8,534,Overhead Pantograph Charging,6.7,35367.97,Forest Green,Brazil,,0.0,3.0,7765,3
715,Rimac,Nevera,2025,Nickel-cobalt-aluminum,29.3,318,Solar Charging,2.1,69184.87,Burgundy,Argentina,3.0,0.0,4.0,1020,3
716,BYD,Han EV,2019,Aluminum-ion,39.5,402,Level 1 Charging,1.7,55377.56,Purple,Turkey,5.0,0.0,4.0,7040,4
717,Jeep,Wrangler 4xe (PHEV),2025,Lithium-titanate,39.5,490,DC Fast Charging (DCFC),11.5,145035.02,Crimson Red,Singapore,4.0,0.0,5.0,3972,5
718,Faraday Future,FF 91,2024,Nickel-manganese-cobalt,105.7,366,Vehicle-to-Home (V2H),4.1,53402.83,Matte Green,Czech Republic,2.0,0.0,4.0,7565,4
719,Rimac,Nevera,2018,Nickel-manganese-cobalt,115.3,550,Vehicle-to-Grid (V2G),4.7,72238.15,Graphite Gray,China,5.0,0.0,4.0,7528,5
720,Canoo,Lifestyle Vehicle,2023,Lithium-iron phosphate,120.9,308,CHAdeMO,7.5,125502.71,Pink,Hungary,,0.0,3.0,18874,4
721,Acura,ZDX (with GM Ultium),2017,Aluminum-ion,79.0,185,CCS,5.3,121861.15,Cosmic Purple,New Zealand,1.0,0.0,3.0,5470,3
722,Volkswagen,ID.7,2023,Aluminum-ion,70.5,316,Overhead Pantograph Charging,2.0,113631.44,Forest Green,Czech Republic,,0.0,5.0,19947,5
723,Kia,Soul EV,2016,Lithium-titanate,139.7,586,Vehicle-to-Home (V2H),11.0,105699.84,Racing Red,Vietnam,3.0,0.0,5.0,19318,5
724,Hyundai,Ioniq 5,2015,Zinc-air,97.1,445,Vehicle-to-Home (V2H),4.9,82630.44,Graphite Gray,Israel,0.0,0.0,3.0,18485,5
725,Lotus,Evija,2023,Calcium-ion,140.6,246,Mobile Charging,4.9,120876.03,Charcoal,Japan,5.0,0.0,4.0,17011,4
726,Ferrari,Ferrari EV (2025+),2020,Solid-state,65.2,184,CCS,3.8,88396.29,Crimson Red,Netherlands,2.0,0.0,3.0,9130,3
727,Kia,Niro EV,2023,Calcium-ion,86.1,186,Level 1 Charging,7.4,34769.4,Matte White,Saudi Arabia,0.0,0.0,4.0,6656,4
728,Ferrari,Roma PHEV,2022,Lead-acid,36.4,332,Solar Charging,11.1,115950.11,Rose Gold,Canada,3.0,0.0,,4483,4
729,Renault,Megane E-Tech,2020,Magnesium-ion,30.3,506,Ultra-Fast Charging (350 kW+),8.9,69253.89,Graphite Gray,Mexico,5.0,0.0,3.0,10315,3
730,Zeekr,Zeekr 001,2023,Sodium-ion,44.8,385,Level 2 Charging,11.4,105274.21,Forest Green,Italy,1.0,0.0,3.0,15876,3
731,Renault,Kangoo E-Tech,2019,Nickel-metal hydride,45.8,548,DC Fast Charging (DCFC),11.4,132858.82,Racing Red,Switzerland,,,3.0,5836,3
732,Li Auto,L9,2024,Nickel-cobalt-aluminum,102.0,220,Overhead Pantograph Charging,6.1,108832.92,Midnight Black,Poland,2.0,0.0,5.0,12851,5
733,Fisker,Pear (upcoming),2019,Solid-state,48.5,593,Solar Charging,5.3,83660.75,Forest Green,Vietnam,,0.0,3.0,11389,5
734,XPeng,G6,2022,Calcium-ion,124.6,350,Vehicle-to-Grid (V2G),8.4,33475.51,Bronze,Turkey,3.0,,4.0,10407,4
735,XPeng,P5,2021,Nickel-cobalt-aluminum,53.9,127,Battery Swapping,6.1,56273.78,Emerald Green,Japan,3.0,0.0,5.0,6756,5
736,Jaguar,I-PACE,2017,Zinc-air,90.2,586,Level 1 Charging,9.7,40830.33,Cosmic Purple,Mexico,4.0,,,6896,4
737,Maserati,Grecale Folgore,2017,Calcium-ion,89.6,540,Ultra-Fast Charging (350 kW+),3.8,49368.5,Turquoise,Mexico,4.0,0.0,3.0,656,5
738,Kia,EV9,2022,Lithium-ion,40.4,254,Level 1 Charging,3.1,122689.4,Forest Green,Japan,0.0,0.0,4.0,4298,5
739,Toyota,bZ4X,2016,Solid-state,85.6,460,Vehicle-to-Grid (V2G),0.7,119118.24,Matte White,Ireland,0.0,0.0,3.0,19847,4
740,VinFast,VF 8,2021,Lead-acid,116.7,254,Battery Swapping,5.8,41961.51,Ruby Red,Singapore,2.0,0.0,4.0,18382,4
741,Great Wall Motors,ORA Lightning Cat,2023,Lead-acid,51.8,108,Vehicle-to-Load (V2L),8.9,144174.89,Stealth Gray,Saudi Arabia,3.0,0.0,4.0,7605,4
742,BYD,Dolphin,2024,Solid-state,103.6,270,CHAdeMO,9.8,147098.09,Yellow,United Arab Emirates,3.0,0.0,,13211,5
743,Great Wall Motors,ORA Ballet Cat,2024,Magnesium-ion,50.2,492,Vehicle-to-Load (V2L),3.4,67374.59,Pink,Sweden,,0.0,3.0,8786,5
744,Rivian,EDV (Electric Delivery Van),2022,Lead-acid,85.0,591,Ultra-Fast Charging (350 kW+),4.2,115064.18,Graphite Gray,United Arab Emirates,5.0,,5.0,2539,4
745,Volkswagen,ID.2all,2015,Nickel-metal hydride,87.6,162,NACS,2.8,134369.9,Orange,Japan,3.0,,4.0,4583,5
746,Lamborghini,Lanzador (upcoming EV),2021,Lithium-ion,58.6,322,Solar Charging,8.8,135627.14,Bronze,South Africa,2.0,0.0,4.0,17145,5
747,Rivian,EDV (Electric Delivery Van),2020,Lead-acid,98.6,341,Vehicle-to-Home (V2H),2.9,69621.26,Racing Red,Italy,5.0,0.0,,13641,3
748,Ford,Explorer EV (Europe),2016,Lithium-ion,60.5,196,Inductive (Wireless) Charging,8.5,94527.78,Pink,France,,0.0,4.0,18322,3
749,Fisker,Ocean,2018,Lithium-sulfur,56.9,566,Vehicle-to-Grid (V2G),7.2,66690.04,Sapphire Blue,Thailand,4.0,0.0,3.0,19419,3
750,Kia,Niro EV,2019,Nickel-metal hydride,54.2,152,CHAdeMO,9.7,100478.05,Navy Blue,India,4.0,0.0,5.0,15512,3
751,Mercedes-Benz,EQC,2018,Lithium-iron phosphate,31.9,511,CHAdeMO,2.1,87055.68,White,Hungary,,0.0,4.0,13939,5
752,Great Wall Motors,ORA Lightning Cat,2019,Lead-acid,118.8,223,Plug-in Hydrogen Refueling,4.8,76263.58,Aurora Blue,Brazil,4.0,0.0,,19837,3
753,Mercedes-Benz,EQA,2017,Calcium-ion,76.8,326,Vehicle-to-Load (V2L),8.5,60064.68,Orange,United Arab Emirates,5.0,0.0,,11982,4
754,Opel,Grandland Electric,2020,Lithium-titanate,75.1,415,Inductive (Wireless) Charging,4.9,51480.67,Racing Red,USA,2.0,0.0,,10170,4
755,Kia,EV6,2019,Lead-acid,139.8,410,Battery Swapping,0.9,62994.17,Aurora Blue,Thailand,,0.0,5.0,1875,5
756,Canoo,Lifestyle Vehicle,2022,Zinc-air,102.2,351,NACS,5.9,134992.42,Stealth Gray,Saudi Arabia,0.0,0.0,5.0,5019,5
757,Peugeot,e-2008,2017,Solid-state,74.5,533,CCS,1.1,106497.38,Blue,Hungary,,0.0,3.0,546,4
758,Skoda,Enyaq Coupe,2017,Aluminum-ion,148.2,469,Overhead Pantograph Charging,6.4,142865.42,Cream,Indonesia,5.0,,5.0,4833,5
759,Toyota,bZ4X,2017,Nickel-manganese-cobalt,25.8,411,Inductive (Wireless) Charging,8.4,79110.18,Emerald Green,USA,4.0,0.0,5.0,2821,5
760,Changan,SL03,2016,Aluminum-ion,31.8,473,DC Fast Charging (DCFC),2.6,100937.82,Black,Netherlands,1.0,0.0,5.0,8084,4
761,Skoda,Elroq (upcoming),2018,Lithium-titanate,118.3,167,Solar Charging,1.1,114709.68,Midnight Black,Portugal,,0.0,3.0,8939,3
762,Porsche,Panamera EV,2019,Lithium-titanate,77.1,147,Vehicle-to-Load (V2L),4.6,73633.58,Navy Blue,South Africa,5.0,0.0,5.0,12637,3
763,Maserati,Grecale Folgore,2021,Sodium-ion,104.0,449,Solar Charging,2.9,113958.46,Graphite Gray,United Arab Emirates,2.0,,4.0,7151,4
764,Honda,e:Ny1,2016,Lead-acid,105.6,195,Vehicle-to-Load (V2L),2.1,100418.49,Turquoise,Singapore,4.0,0.0,3.0,11759,3
765,Mercedes-Benz,EQS SUV,2022,Sodium-ion,63.8,562,CCS,2.7,72960.54,Pearl White,Australia,0.0,0.0,5.0,18873,5
766,Zeekr,Zeekr 007,2022,Calcium-ion,51.7,470,Overhead Pantograph Charging,7.4,87906.91,Cream,Poland,,0.0,5.0,3534,4
767,Zeekr,Zeekr 009,2024,Nickel-cobalt-aluminum,97.1,183,NACS,11.1,136391.43,Ice Silver,South Africa,4.0,0.0,4.0,1762,3
768,Subaru,Solterra,2020,Nickel-manganese-cobalt,71.5,335,Level 1 Charging,8.1,54048.78,Midnight Black,Poland,1.0,0.0,3.0,8019,3
769,Skoda,Elroq (upcoming),2020,Lithium-ion,82.1,276,CCS,5.9,112414.37,Ice Silver,Switzerland,5.0,0.0,3.0,3139,4
770,Volkswagen,ID.5,2017,Nickel-cobalt-aluminum,120.5,559,Solar Charging,9.9,117644.65,Brown,Ireland,0.0,0.0,5.0,881,3
771,Cadillac,Lyriq,2018,Sodium-ion,67.1,356,Level 1 Charging,7.5,120202.14,Red,Austria,,,4.0,3042,4
772,NIO,ET9,2021,Nickel-metal hydride,57.0,298,Vehicle-to-Load (V2L),0.9,145021.53,Tan,Norway,5.0,0.0,3.0,11347,5
773,Renault,Megane E-Tech,2025,Calcium-ion,72.6,513,Level 1 Charging,2.4,45448.74,Graphite Gray,India,0.0,0.0,4.0,13843,3
774,Subaru,Solterra,2019,Lithium-titanate,102.4,409,Vehicle-to-Home (V2H),6.3,123720.42,Cosmic Purple,Mexico,2.0,,4.0,17423,4
775,Skoda,Enyaq,2017,Lithium-ion,63.8,578,Battery Swapping,2.8,127540.21,Volcanic Yellow,Australia,3.0,0.0,4.0,15081,4
776,BMW,iX1,2025,Sodium-ion,52.8,272,Solar Charging,9.3,32823.64,Bronze,Norway,3.0,,5.0,1167,5
777,Jaguar,I-PACE,2015,Lead-acid,116.0,227,NACS,1.5,41348.71,Volcanic Yellow,Sweden,3.0,0.0,4.0,7998,5
778,Canoo,MPDV,2024,Nickel-manganese-cobalt,25.3,267,Overhead Pantograph Charging,0.9,103122.42,Volcanic Yellow,France,5.0,,5.0,9895,4
779,XPeng,P7,2017,Lithium-titanate,53.4,434,DC Fast Charging (DCFC),10.1,82012.23,Orange,Denmark,2.0,0.0,3.0,1600,4
780,Ferrari,Roma PHEV,2018,Magnesium-ion,141.6,240,NACS,3.7,110572.76,Gun Metal,Thailand,5.0,0.0,,6787,3
781,VinFast,VF 9,2025,Nickel-metal hydride,55.7,336,Mobile Charging,1.6,56978.97,Cosmic Purple,Hungary,4.0,0.0,4.0,19264,4
782,Acura,ZDX (with GM Ultium),2023,Nickel-cobalt-aluminum,81.8,385,Level 1 Charging,4.4,68357.14,Platinum,Malaysia,5.0,0.0,3.0,12781,4
783,XPeng,P7,2025,Calcium-ion,94.3,140,Vehicle-to-Load (V2L),7.0,71435.9,Electric Blue,South Africa,2.0,0.0,4.0,968,3
784,GMC,Hummer EV Pickup,2024,Sodium-ion,93.4,312,Level 1 Charging,9.1,64066.52,Racing Red,Russia,3.0,0.0,5.0,4046,3
785,XPeng,G6,2018,Solid-state,94.2,191,NACS,9.3,148125.93,Cream,United Arab Emirates,1.0,0.0,4.0,11900,5
786,Kia,EV6,2023,Lead-acid,89.2,215,Plug-in Hydrogen Refueling,6.2,85669.67,Platinum,Malaysia,1.0,0.0,,10946,4
787,Genesis,GV70 Electric,2025,Aluminum-ion,32.8,397,Vehicle-to-Grid (V2G),11.7,79235.26,Emerald Green,Germany,1.0,0.0,3.0,19646,5
788,Renault,Kangoo E-Tech,2015,Sodium-ion,99.3,185,Vehicle-to-Load (V2L),8.4,144221.53,Black,Ireland,5.0,0.0,3.0,5288,4
789,BYD,Seagull,2018,Nickel-metal hydride,81.4,464,Inductive (Wireless) Charging,4.2,65157.83,Black,Switzerland,3.0,0.0,3.0,5795,4
790,MG,MG ZS EV,2024,Calcium-ion,63.1,571,NACS,3.3,116645.55,Red,USA,5.0,0.0,4.0,12626,3
791,VinFast,VF 9,2019,Aluminum-ion,113.1,161,Level 1 Charging,5.5,129330.46,Blue,Czech Republic,5.0,0.0,5.0,16762,5
792,Genesis,G80 Electric,2021,Magnesium-ion,36.1,174,Battery Swapping,9.2,99577.44,Burgundy,Canada,2.0,0.0,3.0,15813,3
793,Honda,e:Ny1,2020,Flow batteries,110.2,334,Vehicle-to-Load (V2L),9.2,120837.67,Pink,Czech Republic,2.0,0.0,5.0,9020,5
794,Chevrolet,Bolt EUV,2017,Lead-acid,57.5,213,Overhead Pantograph Charging,7.0,115656.38,Magenta,Netherlands,2.0,0.0,4.0,5060,5
795,Faraday Future,FF 91,2017,Zinc-air,58.0,296,Battery Swapping,7.8,33360.56,Electric Blue,Israel,4.0,,5.0,16935,4
796,Great Wall Motors,ORA Ballet Cat,2017,Sodium-ion,103.7,400,Mobile Charging,6.5,75357.45,Champagne,Netherlands,3.0,,3.0,2121,4
797,Volvo,EX30,2018,Lithium-iron phosphate,39.5,411,CCS,8.0,72780.18,Sunset Orange,Singapore,0.0,0.0,5.0,7483,5
798,Lucid Motors,Lucid Gravity,2025,Lithium-ion,71.8,150,Mobile Charging,6.3,62576.83,Matte White,Saudi Arabia,0.0,0.0,3.0,8390,5
799,Porsche,Macan EV,2018,Lithium-titanate,113.3,190,Level 2 Charging,11.8,61891.6,Bronze,UK,5.0,0.0,,4343,5
800,Subaru,Solterra,2018,Lithium-iron phosphate,51.7,489,Vehicle-to-Load (V2L),5.8,94432.04,Burgundy,South Korea,5.0,,4.0,2732,4
801,Lucid Motors,Lucid Air,2023,Zinc-air,47.9,349,Solar Charging,7.0,99805.63,Orange,Malaysia,1.0,0.0,4.0,16,4
802,Citroen,ë-Spacetourer,2024,Lithium-sulfur,84.0,190,Mobile Charging,6.3,91704.03,Ruby Red,Poland,4.0,0.0,5.0,16484,4
803,Acura,ZDX (with GM Ultium),2016,Magnesium-ion,142.9,349,Level 1 Charging,4.2,146922.53,Aurora Blue,Russia,0.0,0.0,3.0,14522,4
804,Acura,ZDX (with GM Ultium),2018,Magnesium-ion,34.1,218,Inductive (Wireless) Charging,4.0,66646.06,Navy Blue,South Africa,5.0,0.0,5.0,5065,4
805,Mercedes-Benz,EQB,2021,Magnesium-ion,42.3,180,NACS,4.2,91975.96,Aurora Blue,Ireland,5.0,0.0,4.0,9948,4
806,Ford,E-Transit,2020,Lithium-titanate,66.0,481,Mobile Charging,5.7,81035.75,Cream,Indonesia,,0.0,,13395,4
807,Genesis,GV70 Electric,2022,Magnesium-ion,55.6,519,Inductive (Wireless) Charging,2.9,116000.72,Copper,Argentina,,0.0,5.0,18349,5
808,Lucid Motors,Lucid Air,2024,Lead-acid,77.2,240,CCS,1.4,49250.15,Volcanic Yellow,New Zealand,4.0,0.0,3.0,12781,5
809,Dacia,Bigster EV (upcoming),2018,Lithium-sulfur,148.3,400,Plug-in Hydrogen Refueling,1.2,36733.75,Pink,Portugal,3.0,0.0,3.0,2424,4
810,Opel,Grandland Electric,2021,Calcium-ion,39.7,177,Solar Charging,7.1,97420.37,Candy Apple Red,Belgium,4.0,0.0,5.0,9549,5
811,Nissan,Leaf,2016,Calcium-ion,122.2,464,Mobile Charging,11.5,73347.55,Navy Blue,Malaysia,1.0,,4.0,11868,4
812,Lucid Motors,Lucid DreamDrive,2019,Lithium-sulfur,98.5,577,Level 1 Charging,2.1,107068.83,Brown,Thailand,0.0,0.0,,16785,4
813,Nissan,Ariya,2015,Lead-acid,133.5,267,Vehicle-to-Load (V2L),3.8,70050.31,Red,China,4.0,0.0,5.0,2874,5
814,Changan,Q05,2025,Lithium-iron phosphate,117.7,492,Vehicle-to-Grid (V2G),9.9,85885.82,Racing Red,Sweden,0.0,,4.0,17292,5
815,Peugeot,e-5008,2015,Nickel-cobalt-aluminum,94.7,103,Plug-in Hydrogen Refueling,0.7,57027.59,Brown,Sweden,1.0,0.0,5.0,14999,5
816,Mini,Mini Electric,2024,Aluminum-ion,66.1,550,CHAdeMO,2.7,47794.06,Magenta,Norway,,0.0,3.0,4172,5
817,Fisker,Ocean,2020,Calcium-ion,61.0,217,Inductive (Wireless) Charging,2.8,49594.67,Bronze,Austria,1.0,0.0,,14406,3
818,NIO,ET5,2022,Calcium-ion,116.7,478,Inductive (Wireless) Charging,4.9,83617.49,Cream,Denmark,3.0,0.0,3.0,16603,5
819,Renault,Megane E-Tech,2017,Magnesium-ion,47.3,581,Vehicle-to-Load (V2L),9.0,73006.84,Purple,Indonesia,0.0,0.0,4.0,16670,3
820,Changan,SL03,2015,Nickel-cobalt-aluminum,124.4,304,CCS,4.6,143487.81,Titanium,China,5.0,0.0,3.0,12769,4
821,Nissan,Ariya,2025,Aluminum-ion,62.0,172,Ultra-Fast Charging (350 kW+),2.5,31112.87,Matte Black,Sweden,,0.0,,19536,3
822,Peugeot,e-3008,2020,Zinc-air,73.9,180,Vehicle-to-Grid (V2G),2.5,142354.99,Charcoal,Norway,0.0,0.0,,6687,4
823,XPeng,G9,2019,Zinc-air,61.7,501,Level 1 Charging,4.3,136658.45,Silver,Sweden,0.0,0.0,5.0,17209,3
824,Mercedes-Benz,EQS,2015,Sodium-ion,136.6,147,Vehicle-to-Grid (V2G),11.9,43489.27,Aurora Blue,Australia,4.0,0.0,5.0,23,4
825,Great Wall Motors,ORA Lightning Cat,2019,Nickel-metal hydride,62.0,376,Overhead Pantograph Charging,11.5,110211.83,Yellow,New Zealand,4.0,,3.0,4672,3
826,Mini,Mini Electric,2016,Lithium-titanate,72.5,554,CCS,3.4,60080.48,Volcanic Yellow,Poland,3.0,0.0,5.0,8740,3
827,Rimac,Nevera,2020,Flow batteries,38.9,477,Level 2 Charging,9.1,125972.57,Emerald Green,South Korea,1.0,,3.0,5304,4
828,Rimac,Nevera,2024,Nickel-manganese-cobalt,82.9,276,Inductive (Wireless) Charging,7.7,128038.74,Matte Green,Thailand,1.0,0.0,4.0,3860,5
829,Toyota,Lexus UX 300e,2023,Aluminum-ion,63.9,556,NACS,3.4,126838.62,Champagne,United Arab Emirates,0.0,0.0,5.0,8613,3
830,VinFast,VF 8,2021,Flow batteries,23.3,378,CHAdeMO,1.6,147010.55,Titanium,Canada,,0.0,4.0,10060,4
831,Zeekr,Zeekr 001,2023,Nickel-metal hydride,71.7,581,Inductive (Wireless) Charging,2.1,111668.92,Navy Blue,Germany,5.0,0.0,3.0,18444,5
832,Lotus,Eletre,2023,Sodium-ion,90.1,455,NACS,4.8,42016.57,Pearl White,Finland,5.0,,5.0,13894,3
833,Toyota,bZ4X,2021,Lithium-sulfur,70.7,367,Vehicle-to-Grid (V2G),10.8,86160.5,Gray,Poland,,0.0,4.0,6840,5
834,GMC,Hummer EV Pickup,2015,Magnesium-ion,73.3,173,Vehicle-to-Load (V2L),10.0,121751.15,Cobalt Blue,Belgium,1.0,0.0,3.0,8145,4
835,Audi,e-tron GT,2019,Nickel-metal hydride,136.0,163,CHAdeMO,2.9,47089.01,Bronze,Hungary,,,3.0,19609,4
836,Volvo,EX90,2019,Calcium-ion,36.2,480,Vehicle-to-Home (V2H),2.3,135627.23,Stealth Gray,Mexico,0.0,0.0,3.0,15287,4
837,Jeep,Grand Cherokee 4xe (PHEV),2022,Magnesium-ion,57.8,367,CCS,1.5,117811.12,Gun Metal,Argentina,5.0,0.0,4.0,13817,3
838,Acura,ZDX (with GM Ultium),2019,Calcium-ion,114.1,241,Battery Swapping,7.9,69459.56,Lime Green,Spain,0.0,,4.0,7954,5
839,Mahindra,XUV400,2024,Nickel-cobalt-aluminum,106.5,153,Vehicle-to-Load (V2L),6.9,130489.44,Beige,Ireland,5.0,0.0,5.0,3230,5
840,Kia,Soul EV,2018,Sodium-ion,95.4,463,Vehicle-to-Grid (V2G),9.9,116194.68,Silver,Brazil,3.0,0.0,5.0,1221,4
841,Canoo,MPDV,2021,Flow batteries,138.1,210,NACS,0.8,143513.97,Yellow,Czech Republic,0.0,0.0,4.0,11750,5
842,Fisker,Pear (upcoming),2018,Lithium-sulfur,78.0,124,Mobile Charging,5.8,148917.08,Gold,Netherlands,4.0,0.0,4.0,5637,4
843,Hyundai,Ioniq 6,2020,Zinc-air,90.0,512,Ultra-Fast Charging (350 kW+),4.1,66700.22,Volcanic Yellow,UK,2.0,0.0,4.0,6624,4
844,Dacia,Bigster EV (upcoming),2020,Sodium-ion,124.8,558,Overhead Pantograph Charging,9.2,145117.0,Purple,Germany,,0.0,5.0,18365,4
845,Citroen,Ami,2023,Nickel-metal hydride,71.7,456,DC Fast Charging (DCFC),2.8,40865.07,Gun Metal,Thailand,1.0,0.0,4.0,4359,4
846,Kia,EV6,2024,Zinc-air,146.2,265,Ultra-Fast Charging (350 kW+),5.6,34892.74,Matte Gray,Sweden,2.0,,5.0,7175,3
847,Volvo,EX90,2025,Magnesium-ion,48.1,106,Solar Charging,3.3,32492.87,Sapphire Blue,New Zealand,3.0,0.0,3.0,13511,3
848,Lotus,Evija,2021,Flow batteries,94.8,561,Plug-in Hydrogen Refueling,9.1,114809.51,Turquoise,Spain,2.0,0.0,4.0,17706,4
849,Audi,e-tron GT,2020,Calcium-ion,127.6,459,Ultra-Fast Charging (350 kW+),9.6,99475.02,Yellow,Turkey,4.0,0.0,5.0,7465,5
850,Fisker,Ocean,2022,Lithium-sulfur,94.7,127,Vehicle-to-Home (V2H),7.6,89655.95,Brown,China,1.0,,5.0,1885,4
851,Great Wall Motors,ORA Ballet Cat,2017,Solid-state,108.7,133,Battery Swapping,7.1,143682.14,Volcanic Yellow,Germany,3.0,0.0,3.0,12984,3
852,Mini,Mini Cooper SE,2019,Lead-acid,110.6,255,Mobile Charging,3.2,125809.96,Graphite Gray,Indonesia,,0.0,4.0,222,5
853,BMW,iX3,2020,Zinc-air,35.6,600,DC Fast Charging (DCFC),7.6,93572.64,Volcanic Yellow,Netherlands,1.0,0.0,3.0,5938,3
854,Genesis,G80 Electric,2016,Sodium-ion,31.6,584,Plug-in Hydrogen Refueling,7.1,143883.59,Beige,Indonesia,3.0,,3.0,10197,4
855,Porsche,Cayenne Electric (upcoming),2019,Nickel-manganese-cobalt,31.8,233,Plug-in Hydrogen Refueling,2.8,72144.08,Ruby Red,UK,0.0,0.0,,19862,3
856,Lamborghini,Revuelto (PHEV),2025,Sodium-ion,32.4,100,Level 1 Charging,0.6,76170.42,Black,Singapore,0.0,0.0,5.0,16325,3
857,Maserati,Grecale Folgore,2020,Solid-state,133.4,567,CHAdeMO,7.4,98878.2,Candy Apple Red,Norway,3.0,,,17615,3
858,Faraday Future,FF 91,2019,Solid-state,65.4,192,NACS,10.9,89718.13,Gun Metal,Sweden,2.0,0.0,5.0,12741,4
859,Jaguar,I-PACE,2020,Lithium-iron phosphate,67.5,222,Vehicle-to-Load (V2L),2.7,78514.16,Teal,South Korea,3.0,0.0,5.0,19370,3
860,Lotus,Eletre,2025,Flow batteries,61.7,369,Plug-in Hydrogen Refueling,9.2,107183.82,Copper,Hungary,,0.0,5.0,13969,4
861,Zeekr,Zeekr 007,2016,Nickel-manganese-cobalt,23.1,153,Mobile Charging,7.0,103159.59,Magenta,Russia,2.0,0.0,5.0,1364,3
862,Hyundai,Ioniq 6,2024,Lithium-titanate,137.0,377,NACS,7.9,118710.85,Matte White,Germany,,0.0,5.0,1718,5
863,Zeekr,Zeekr X,2023,Sodium-ion,108.5,122,Inductive (Wireless) Charging,1.6,143995.72,Crimson Red,Hungary,,0.0,5.0,510,3
864,NIO,ES6,2016,Aluminum-ion,57.8,563,Ultra-Fast Charging (350 kW+),8.1,139829.4,Pink,Norway,1.0,0.0,3.0,5109,3
865,Cadillac,Lyriq,2024,Flow batteries,53.6,572,Vehicle-to-Grid (V2G),8.3,115220.69,Emerald Green,Poland,5.0,0.0,5.0,335,4
866,Canoo,Pickup,2021,Lithium-sulfur,129.5,197,Vehicle-to-Load (V2L),3.4,31251.56,Ice Silver,Thailand,,0.0,5.0,7306,3
867,Acura,ZDX (with GM Ultium),2016,Nickel-metal hydride,137.3,350,DC Fast Charging (DCFC),2.6,69285.43,Racing Red,Spain,5.0,0.0,5.0,9386,4
868,Ferrari,Roma PHEV,2016,Magnesium-ion,35.5,521,Inductive (Wireless) Charging,11.4,96570.0,Champagne,Denmark,,0.0,3.0,3650,3
